nom,module,categorie,defaut,source,juin,doute,min,max,pas,unite,surface,regle-proposee,note-agent,verdict,commentaire
options.activity_category.meal,Deckle.Travel,json-default,"""Repas""",src/Deckle.Travel/Terms/terms.fr.json:42,non,,,,,,aucune,3-personnalisation,"Localized vocabulary string; varies only with the chosen language, not an individual knob.",,
options.activity_category.other,Deckle.Travel,json-default,"""Autre""",src/Deckle.Travel/Terms/terms.fr.json:43,non,,,,,,aucune,3-personnalisation,"Localized vocabulary string; varies only with the chosen language, not an individual knob.",,
options.activity_category.sport,Deckle.Travel,json-default,"""Sport""",src/Deckle.Travel/Terms/terms.fr.json:41,non,,,,,,aucune,3-personnalisation,"Localized vocabulary string; varies only with the chosen language, not an individual knob.",,
options.activity_category.visit,Deckle.Travel,json-default,"""Visite""",src/Deckle.Travel/Terms/terms.fr.json:39,non,,,,,,aucune,3-personnalisation,"Localized vocabulary string; varies only with the chosen language, not an individual knob.",,
options.activity_category.walk,Deckle.Travel,json-default,"""Marche""",src/Deckle.Travel/Terms/terms.fr.json:38,non,,,,,,aucune,3-personnalisation,"Localized vocabulary string; varies only with the chosen language, not an individual knob.",,
options.expense_category.activity,Deckle.Travel,json-default,"""Activité""",src/Deckle.Travel/Terms/terms.fr.json:49,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.expense_category.fees,Deckle.Travel,json-default,"""Frais""",src/Deckle.Travel/Terms/terms.fr.json:51,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.expense_category.food,Deckle.Travel,json-default,"""Restauration""",src/Deckle.Travel/Terms/terms.fr.json:48,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.expense_category.lodging,Deckle.Travel,json-default,"""Hébergement""",src/Deckle.Travel/Terms/terms.fr.json:47,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.expense_category.other,Deckle.Travel,json-default,"""Autre""",src/Deckle.Travel/Terms/terms.fr.json:52,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.expense_category.purchase,Deckle.Travel,json-default,"""Achat""",src/Deckle.Travel/Terms/terms.fr.json:50,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.expense_category.transport,Deckle.Travel,json-default,"""Transport""",src/Deckle.Travel/Terms/terms.fr.json:46,non,,,,,,aucune,3-personnalisation,"Localized closed-vocabulary label; language-dependent resource, not an individual knob.",,
options.mode.bus,Deckle.Travel,json-default,"""Bus""",src/Deckle.Travel/Terms/terms.fr.json:57,non,,,,,,aucune,3-personnalisation,"Localized transfer-mode label; language-dependent resource, not an individual knob.",,
options.mode.car,Deckle.Travel,json-default,"""Voiture""",src/Deckle.Travel/Terms/terms.fr.json:59,non,,,,,,aucune,3-personnalisation,"Localized transfer-mode label; language-dependent resource, not an individual knob.",,
options.mode.ferry,Deckle.Travel,json-default,"""Ferry""",src/Deckle.Travel/Terms/terms.fr.json:58,non,,,,,,aucune,3-personnalisation,"Localized transfer-mode label; language-dependent resource, not an individual knob.",,
options.mode.plane,Deckle.Travel,json-default,"""Avion""",src/Deckle.Travel/Terms/terms.fr.json:55,non,,,,,,aucune,3-personnalisation,"Localized transfer-mode label; language-dependent resource, not an individual knob.",,
options.mode.train,Deckle.Travel,json-default,"""Train""",src/Deckle.Travel/Terms/terms.fr.json:56,non,,,,,,aucune,3-personnalisation,"Localized transfer-mode label; language-dependent resource, not an individual knob.",,
properties.accessibility,Deckle.Travel,json-default,"""Accessibilité""",src/Deckle.Travel/Terms/terms.fr.json:21,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.activity_category,Deckle.Travel,json-default,"""Catégorie""",src/Deckle.Travel/Terms/terms.fr.json:27,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.address,Deckle.Travel,json-default,"""Adresse""",src/Deckle.Travel/Terms/terms.fr.json:22,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.amount,Deckle.Travel,json-default,"""Montant""",src/Deckle.Travel/Terms/terms.fr.json:26,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.appointment,Deckle.Travel,json-default,"""RDV""",src/Deckle.Travel/Terms/terms.fr.json:16,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.arrival,Deckle.Travel,json-default,"""Arrivée""",src/Deckle.Travel/Terms/terms.fr.json:17,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.confirmation,Deckle.Travel,json-default,"""Référence""",src/Deckle.Travel/Terms/terms.fr.json:24,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.date,Deckle.Travel,json-default,"""Date""",src/Deckle.Travel/Terms/terms.fr.json:15,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.departure,Deckle.Travel,json-default,"""Départ""",src/Deckle.Travel/Terms/terms.fr.json:18,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.duration,Deckle.Travel,json-default,"""Durée""",src/Deckle.Travel/Terms/terms.fr.json:19,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.end_date,Deckle.Travel,json-default,"""Fin""",src/Deckle.Travel/Terms/terms.fr.json:14,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.expense,Deckle.Travel,json-default,"""Dépense""",src/Deckle.Travel/Terms/terms.fr.json:34,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.expense_category,Deckle.Travel,json-default,"""Catégorie""",src/Deckle.Travel/Terms/terms.fr.json:28,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.files,Deckle.Travel,json-default,"""Fichiers""",src/Deckle.Travel/Terms/terms.fr.json:25,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.mode,Deckle.Travel,json-default,"""Mode""",src/Deckle.Travel/Terms/terms.fr.json:30,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.official_site,Deckle.Travel,json-default,"""Site officiel""",src/Deckle.Travel/Terms/terms.fr.json:23,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.place,Deckle.Travel,json-default,"""Lieu""",src/Deckle.Travel/Terms/terms.fr.json:33,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.place_category,Deckle.Travel,json-default,"""Catégorie""",src/Deckle.Travel/Terms/terms.fr.json:29,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.stage,Deckle.Travel,json-default,"""Étape""",src/Deckle.Travel/Terms/terms.fr.json:32,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.start_date,Deckle.Travel,json-default,"""Début""",src/Deckle.Travel/Terms/terms.fr.json:13,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.stay,Deckle.Travel,json-default,"""Séjour""",src/Deckle.Travel/Terms/terms.fr.json:31,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
properties.visit_duration,Deckle.Travel,json-default,"""Durée de visite""",src/Deckle.Travel/Terms/terms.fr.json:20,non,,,,,,aucune,3-personnalisation,Localized property label; only meaningful through the language choice.,,
types.activity.name,Deckle.Travel,json-default,"""Activité""",src/Deckle.Travel/Terms/terms.fr.json:7,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.activity.plural,Deckle.Travel,json-default,"""Activités""",src/Deckle.Travel/Terms/terms.fr.json:7,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.expense.name,Deckle.Travel,json-default,"""Dépense""",src/Deckle.Travel/Terms/terms.fr.json:10,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.expense.plural,Deckle.Travel,json-default,"""Dépenses""",src/Deckle.Travel/Terms/terms.fr.json:10,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.lodging.name,Deckle.Travel,json-default,"""Hébergement""",src/Deckle.Travel/Terms/terms.fr.json:9,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.lodging.plural,Deckle.Travel,json-default,"""Hébergements""",src/Deckle.Travel/Terms/terms.fr.json:9,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.place.name,Deckle.Travel,json-default,"""Lieu""",src/Deckle.Travel/Terms/terms.fr.json:6,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.place.plural,Deckle.Travel,json-default,"""Lieux""",src/Deckle.Travel/Terms/terms.fr.json:6,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.stage.name,Deckle.Travel,json-default,"""Étape""",src/Deckle.Travel/Terms/terms.fr.json:5,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.stage.plural,Deckle.Travel,json-default,"""Étapes""",src/Deckle.Travel/Terms/terms.fr.json:5,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.stay.name,Deckle.Travel,json-default,"""Séjour""",src/Deckle.Travel/Terms/terms.fr.json:4,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.stay.plural,Deckle.Travel,json-default,"""Séjours""",src/Deckle.Travel/Terms/terms.fr.json:4,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.transfer.name,Deckle.Travel,json-default,"""Déplacement""",src/Deckle.Travel/Terms/terms.fr.json:8,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
types.transfer.plural,Deckle.Travel,json-default,"""Déplacements""",src/Deckle.Travel/Terms/terms.fr.json:8,non,"missed by the sweep, which flattened the nested types block",,,,,aucune,3-personnalisation,"Localized type name; part of the language pack, not an individual knob.",,
MinSilenceDurationMs,Deckle.Vad,default-value,100,src/Deckle.Vad/SileroVadOptions.cs:18,non,"Sweep said persisted-setting; not persisted here. Mirrors SpeechTrimSettings.MinSilenceDurationMs (100), listed in June under Deckle.Transcription.",,,,ms,aucune,2-qualite,VAD silence-duration default mirroring the persisted SpeechTrimSettings knob; VAD tuning is the archetypal quality rule.,,
MinSpeechDurationMs,Deckle.Vad,default-value,250,src/Deckle.Vad/SileroVadOptions.cs:14,non,"Sweep said persisted-setting; not persisted here. Mirrors SpeechTrimSettings.MinSpeechDurationMs (250), listed in June under Deckle.Transcription.",,,,ms,aucune,2-qualite,"VAD minimum speech duration, quality tuning of segment detection.",,
SpeechPadMs,Deckle.Vad,default-value,30,src/Deckle.Vad/SileroVadOptions.cs:22,non,"Sweep said persisted-setting; not persisted here. Mirrors SpeechTrimSettings.SpeechPadMs (30), listed in June under Deckle.Transcription.",,,,ms,aucune,2-qualite,"Padding around detected speech, VAD quality tuning.",,
Threshold,Deckle.Vad,default-value,0.5f,src/Deckle.Vad/SileroVadOptions.cs:11,non,"Sweep said persisted-setting; SileroVadOptions is not itself persisted. June holds the mirrored persisted knob as SpeechTrimSettings.Threshold (0.5f) under Deckle.Transcription — same number, different home.",,,,ratio,aucune,2-qualite,"Silero VAD probability threshold, the canonical VAD quality knob; persisted twin lives under Deckle.Transcription.",,
FrameSampler.ContentPeakReleaseDecay,Deckle.Vision,tuning-constant,`0.97f`,src/Deckle.Vision/FrameSampler.cs:96,non,"Per-frame release of the HDR content-peak follower; directly shapes ambient-light responsiveness. Strongest Vision candidate, sits next to the June-listed Ambient HDR tuning block.",,,,ratio,aucune,2-qualite,"HDR peak-follower decay, DSP smoothing that shapes ambient responsiveness; quality tuning.",,
HdrState.SdrReferenceNits,Deckle.Vision,tuning-constant,`80f`,src/Deckle.Vision/ScreenCaptureInterop.Hdr.cs:78,non,"Method-local const inside DetectHdrState, not a type member - the sweep reported it as a field of HdrState. SDR reference-white fallback; a display-calibration value, arguably exposable.",,,,nits,aucune,2-qualite,"SDR reference-white fallback is a display calibration value; rule 2 covers calibrations, and it is not explainable to a user in one sentence.",,
ScreenCaptureService.AcquireTimeoutMs,Deckle.Vision,tuning-constant,`200`,src/Deckle.Vision/ScreenCaptureService.cs:61,non,Implementation robustness bound; kept per doubt rule.,,,,ms,aucune,1-robustesse,"Frame-acquire timeout, internal robustness bound.",,
